Name,Team,OVR,Position2,Wins,Year
Andrew Luck,Colts,88,QB,8,2017
Andrew Luck,Colts,94,QB,8,2016
Andrew Luck,Colts,91,QB,11,2015
Andrew Luck,Colts,88,QB,11,2014
Andrew Luck,Colts,84,QB,11,2013
Andrew Luck,Colts,90,QB,NA,2018
Andrew McDonald,Texans,70,OL,9,2017
Andrew McDonald,Browns,70,OL,3,2016
Andrew McDonald,Browns,70,OL,7,2015
Andrew McDonald,Dolphins,66,OL,8,2014
Andrew Norwell,Panthers,83,OL,6,2017
Andrew Norwell,Panthers,79,OL,15,2016
Andrew Norwell,Panthers,73,OL,7.5,2015
Andrew Norwell,Panthers,84,OL,NA,2018
Andrew Quarless,Packers,77,WR,10,2016
Andrew Quarless,Packers,76,WR,12,2015
Andrew Quarless,Packers,75,WR,8.5,2014
Andrew Quarless,Packers,70,WR,11,2013
Andrew Sendejo,Vikings,78,DB,8,2017
Andrew Sendejo,Vikings,75,DB,11,2016
Andrew Sendejo,Vikings,75,DB,7,2015
Andrew Sendejo,Vikings,65,DB,5.5,2014
Andrew Sendejo,Vikings,61,DB,10,2013
Andrew Sendejo,Vikings,78,DB,NA,2018
Andrew Tiller,49ers,71,OL,2,2017
Andrew Tiller,49ers,63,OL,5,2016
Andrew Tiller,Saints,63,OL,11,2014
Andrew Tiller,Saints,61,OL,7,2013
Andrew Tiller,Chiefs,75,OL,NA,2018
Andrew Whitworth,Bengals,93,OL,6.5,2017
Andrew Whitworth,Bengals,95,OL,12,2016
Andrew Whitworth,Bengals,96,OL,10.5,2015
Andrew Whitworth,Bengals,90,OL,11,2014
Andrew Whitworth,Bengals,91,OL,10,2013
Andrew Whitworth,Rams,89,OL,NA,2018
Andrus Peat,Saints,70,OL,7,2017
Andrus Peat,Saints,75,OL,7,2016
Andrus Peat,Saints,74,OL,NA,2018
Andy Dalton,Bengals,87,QB,6.5,2017
Andy Dalton,Bengals,80,QB,12,2016
Andy Dalton,Bengals,81,QB,10.5,2015
Andy Dalton,Bengals,84,QB,11,2014
Andy Dalton,Bengals,83,QB,10,2013
Andy Dalton,Bengals,84,QB,NA,2018
Andy Gallik,Titans,64,OL,9,2017
Andy Gallik,Titans,65,OL,3,2016
Andy Janovich,Broncos,67,FALSE,9,2017
Andy Janovich,Broncos,82,FALSE,NA,2018
Andy Jones,Cowboys,60,WR,13,2017
Andy Jones,Cowboys,64,WR,NA,2018
Andy Lee,Browns,80,FALSE,1,2017
Andy Lee,Browns,89,FALSE,3,2016
Andy Lee,49ers,95,FALSE,8,2015
Andy Lee,49ers,95,FALSE,12,2014
Andy Lee,49ers,95,FALSE,11.5,2013
Andy Lee,Panthers,79,FALSE,NA,2018
Andy Levitre,Falcons,80,OL,11,2017
Andy Levitre,Titans,82,OL,3,2016
Andy Levitre,Titans,86,OL,2,2015
Andy Levitre,Titans,96,OL,7,2014
Andy Levitre,Bills,90,OL,6,2013
Andy Levitre,Falcons,84,OL,NA,2018
Andy Mulumba,Chiefs,67,LB,12,2017
Andy Mulumba,Packers,68,LB,10,2016
Andy Mulumba,Packers,67,LB,12,2015
Andy Studebaker,Colts,72,LB,11,2015
Andy Studebaker,Chiefs,74,LB,2,2013
Andy Tanner,Saints,62,WR,7,2015
Andy Tanner,Saints,57,WR,11,2014
Andy Tanner,Saints,55,WR,7,2013
Angelo Blackson,Titans,61,DL,9,2017
Angelo Blackson,Titans,65,DL,3,2016
Angelo Blackson,Titans,63,DL,NA,2018
Anquan Boldin,Lions,79,WR,9,2017
Anquan Boldin,49ers,88,WR,5,2016
Anquan Boldin,49ers,88,WR,8,2015
Anquan Boldin,49ers,88,WR,12,2014
Anquan Boldin,Ravens,87,WR,10,2013
Anthony Allen,Ravens,69,HB,8,2014
Anthony Allen,Ravens,70,HB,10,2013
Anthony Armstrong,Cowboys,67,WR,8,2014
Anthony Armstrong,Redskins,69,WR,10,2013
Anthony Barr,Vikings,88,LB,8,2017
Anthony Barr,Vikings,85,LB,11,2016
Anthony Barr,Vikings,81,LB,7,2015
Anthony Barr,Vikings,79,LB,NA,2018
Anthony Brown,Cowboys,68,DB,13,2017
Anthony Brown,Cowboys,79,DB,NA,2018
Anthony Castonzo,Colts,81,OL,8,2017
Anthony Castonzo,Colts,89,OL,8,2016
Anthony Castonzo,Colts,90,OL,11,2015
Anthony Castonzo,Colts,79,OL,11,2014
Anthony Castonzo,Colts,77,OL,11,2013
Anthony Castonzo,Colts,83,OL,NA,2018
Anthony Chickillo,Steelers,62,LB,11,2017
Anthony Chickillo,Steelers,64,LB,10,2016
Anthony Chickillo,Steelers,66,LB,NA,2018
Anthony Cioffi,Raiders,60,DB,NA,2018
Anthony Collins,Buccaneers,75,OL,2,2015
Anthony Collins,Bengals,78,OL,11,2014
Anthony Collins,Bengals,78,OL,10,2013
Anthony Davis,49ers,78,OL,2,2017
Anthony Davis,49ers,83,OL,8,2015
Anthony Davis,49ers,90,OL,12,2014
Anthony Davis,49ers,77,OL,11.5,2013
Anthony Dixon,49ers,68,HB,12,2014
Anthony Dixon,49ers,68,HB,11.5,2013
Anthony Fabiano,Browns,64,OL,NA,2018
Anthony Fasano,Titans,80,WR,9,2017
Anthony Fasano,Titans,77,WR,3,2016
Anthony Fasano,Chiefs,77,WR,9,2015
Anthony Fasano,Chiefs,80,WR,11,2014
Anthony Fasano,Dolphins,81,WR,7,2013
Anthony Fasano,Dolphins,83,WR,NA,2018
Anthony Gaitor,Buccaneers,70,DB,4,2014
Anthony Gaitor,Buccaneers,61,DB,7,2013
Anthony Hargrove,Packers,74,DL,11,2013
Anthony Harris,Vikings,68,DB,8,2017
Anthony Harris,Vikings,67,DB,NA,2018
Anthony Hitchens,Cowboys,74,LB,13,2017
Anthony Hitchens,Cowboys,75,LB,4,2016
Anthony Hitchens,Cowboys,74,LB,12,2015
Anthony Hitchens,Cowboys,74,LB,NA,2018
Anthony Jefferson,Bears,67,DB,6,2016
Anthony Johnson,Dolphins,67,DL,6,2016
Anthony Johnson,Dolphins,64,DL,8,2015
Anthony Johnson,Jets,62,DL,NA,2018
Anthony Lanier II,Redskins,61,DL,NA,2018
Anthony Levine,Ravens,73,DB,5,2016
Anthony Levine,Ravens,69,DB,10,2015
Anthony Levine,Ravens,64,DB,8,2014
Anthony Levine,Packers,61,DB,11,2013
Anthony Levine Sr,Ravens,70,DB,NA,2018
Anthony Levine Sr.,Ravens,71,DB,8,2017
Anthony McCoy,Seahawks,74,WR,10,2016
Anthony McCoy,Seahawks,74,WR,12,2015
Anthony McCoy,Seahawks,77,WR,13,2014
Anthony McCoy,Seahawks,65,WR,11,2013
Anthony Morris,Raiders,56,OL,7,2016
Anthony Sherman,Chiefs,81,FALSE,12,2017
Anthony Sherman,Chiefs,95,FALSE,11,2016
Anthony Sherman,Chiefs,95,FALSE,9,2015
Anthony Sherman,Chiefs,73,FALSE,11,2014
Anthony Sherman,Cardinals,71,FALSE,5,2013
Anthony Sherman,Chiefs,70,FALSE,NA,2018
Anthony Spencer,Saints,76,LB,7,2016
Anthony Spencer,Cowboys,79,DL,12,2015
Anthony Spencer,Cowboys,89,DL,8,2014
Anthony Spencer,Cowboys,85,LB,8,2013
Anthony Steen,Dolphins,62,OL,10,2017
Anthony Steen,Cardinals,65,OL,13,2016
Anthony Steen,Cardinals,60,OL,11,2015
Anthony Steen,Dolphins,67,OL,NA,2018
Anthony Toribio,Chiefs,71,DL,11,2014
Anthony Toribio,Chiefs,65,DL,2,2013
Anthony Walker Jr,Colts,66,LB,NA,2018
Anthony Walters,Bears,68,DB,5,2015
Anthony Walters,Bears,68,DB,8,2014
Anthony Walters,Bears,62,DB,10,2013
Anthony Zettel,Lions,66,DL,9,2017
Anthony Zettel,Lions,69,DL,NA,2018
Antoine Bethea,49ers,77,DB,2,2017
Antoine Bethea,49ers,91,DB,5,2016
Antoine Bethea,49ers,89,DB,8,2015
Antoine Bethea,Colts,87,DB,11,2014
Antoine Bethea,Colts,91,DB,11,2013
Antoine Bethea,Cardinals,75,DB,NA,2018
Antoine Caldwell,Texans,75,OL,12,2013
Antoine Cason,Ravens,77,DB,10,2015
Antoine Cason,Cardinals,81,DB,10,2014
Antoine Cason,Chargers,86,DB,7,2013
Antoine McClain,Cardinals,64,OL,7.5,2017
Antoine McClain,Cardinals,65,OL,13,2016
Antoine McClain,Saints,64,OL,7,2015
Antoine McClain,Ravens,64,OL,8,2014
Antoine McClain,Ravens,53,OL,10,2013
Antoine Winfield,Seahawks,90,DB,13,2014
Antoine Winfield,Vikings,90,DB,10,2013
Antone Exum Jr,Vikings,71,DB,NA,2018
Antone Exum Jr.,Vikings,72,DB,8,2017
Antone Exum Jr.,Vikings,71,DB,11,2016
Antone Exum Jr.,Vikings,69,DB,7,2015
Antone Smith,Falcons,75,HB,8,2016
Antone Smith,Falcons,77,HB,6,2015
Antone Smith,Falcons,65,HB,4,2014
Antone Smith,Falcons,57,HB,13,2013
Antonio Allen,Texans,79,DB,9,2017
Antonio Allen,Jets,79,DB,10,2016
Antonio Allen,Jets,79,DB,4,2015
Antonio Allen,Jets,67,DB,8,2014
Antonio Allen,Jets,65,DB,6,2013
Antonio Andrews,Titans,76,HB,9,2017
Antonio Andrews,Titans,63,HB,3,2016
Antonio Andrews,Titans,64,HB,2,2015
Antonio Brown,Steelers,97,WR,11,2017
Antonio Brown,Steelers,97,WR,10,2016
Antonio Brown,Steelers,97,WR,11,2015
Antonio Brown,Steelers,86,WR,8,2014
Antonio Brown,Steelers,85,WR,8,2013
Antonio Brown,Steelers,97,WR,NA,2018
Antonio Coleman,Cardinals,64,LB,5,2013
Antonio Cromartie,Jets,86,DB,10,2016
Antonio Cromartie,Cardinals,89,DB,11,2015
Antonio Cromartie,Jets,92,DB,8,2014
Antonio Cromartie,Jets,85,DB,6,2013
Antonio Dixon,Eagles,70,DL,10,2014
Antonio Dixon,Eagles,74,DL,4,2013
Antonio Fenelus,Colts,63,DB,11,2013
Antonio Garay,Jets,76,DL,8,2014
Antonio Garay,Chargers,82,DL,7,2013
Antonio Garcia,Patriots,71,OL,NA,2018
Antonio Gates,Chargers,85,WR,5,2017
Antonio Gates,Chargers,88,WR,4,2016
Antonio Gates,Chargers,88,WR,9,2015
Antonio Gates,Chargers,87,WR,9,2014
Antonio Gates,Chargers,91,WR,7,2013
Antonio Gates,Chargers,87,WR,NA,2018
Antonio Glover,Broncos,63,DB,9,2017
Antonio Hamilton,Raiders,61,DB,NA,2018
Antonio Johnson,Patriots,73,DL,12,2016
Antonio Johnson,Titans,73,DL,7,2014
Antonio Johnson,Colts,71,DL,11,2013
Antonio Morrison,Colts,65,LB,8,2017
Antonio Morrison,Colts,68,LB,NA,2018
Antonio Richardson,Vikings,62,OL,7,2015
Antonio Smith,Broncos,77,DL,12,2016
Antonio Smith,Raiders,81,DL,3,2015
Antonio Smith,Texans,90,DL,2,2014
Antonio Smith,Texans,87,DL,12,2013
Antrel Rolle,Bears,81,DB,6,2016
Antrel Rolle,Giants,83,DB,6,2015
Antrel Rolle,Giants,83,DB,7,2014
Antrel Rolle,Giants,81,DB,9,2013
Antwan Applewhite,Panthers,76,DL,7,2013
Antwan Barnes,Jets,77,LB,8,2014
Antwan Barnes,Chargers,76,LB,7,2013
Antwan Goodley,Seahawks,65,WR,10.5,2017
Antwan Goodley,Cowboys,68,WR,4,2016
Antwane Grant,Bengals,59,WR,6.5,2017
Antwaun Molden,Giants,68,DB,9,2013
Antwione Williams,Lions,65,LB,9,2017
Antwione Williams,Lions,65,LB,NA,2018
Antwon Blake,Titans,75,DB,9,2017
Antwon Blake,Steelers,70,DB,10,2016
Antwon Blake,Steelers,68,DB,11,2015
Antwon Blake,Jaguars,65,DB,4,2014
Aqib Talib,Broncos,90,DB,9,2017
Aqib Talib,Broncos,90,DB,12,2016
Aqib Talib,Broncos,90,DB,12,2015
Aqib Talib,Patriots,86,DB,12,2014
Aqib Talib,Buccaneers,87,DB,7,2013
Aqib Talib,Broncos,94,DB,NA,2018
ArDarius Stewart,Jets,74,WR,NA,2018
Arian Foster,Dolphins,81,HB,10,2017
Arian Foster,Texans,91,HB,9,2016
Arian Foster,Texans,93,HB,9,2015
Arian Foster,Texans,95,HB,2,2014
Arian Foster,Texans,96,HB,12,2013
Arie Kouandjio,Redskins,62,OL,8.5,2017
Arie Kouandjio,Redskins,62,OL,9,2016
Arie Kouandjio,Redskins,63,OL,NA,2018
Arik Armstead,49ers,77,DL,2,2017
Arik Armstead,49ers,72,DL,5,2016
Arik Armstead,49ers,75,DL,NA,2018
Armando Allen,Bears,67,HB,8,2014
Armando Allen,Bears,64,HB,10,2013
Armanti Edwards,Panthers,66,WR,12,2014
Armanti Edwards,Panthers,64,WR,7,2013
Armon Binns,Chiefs,68,WR,11,2016
Armon Binns,Chiefs,67,WR,9,2015
Armon Binns,Dolphins,67,WR,8,2014
Armon Binns,Bengals,68,WR,10,2013
Armond Smith,Panthers,63,HB,12,2014
Armond Smith,Panthers,63,HB,7,2013
Armonty Bryant,Browns,70,DL,1,2017
Armonty Bryant,Browns,64,LB,3,2016
Armonty Bryant,Browns,68,DL,7,2015
Armonty Bryant,Browns,64,DL,4,2014
Armonty Bryant,Lions,71,DL,NA,2018
Arrelious Benn,Jaguars,71,WR,5,2016
Arrelious Benn,Jaguars,71,WR,3,2015
Arrelious Benn,Eagles,73,WR,10,2014
Arrelious Benn,Buccaneers,73,WR,7,2013
Arrelious Benn,Jaguars,70,WR,NA,2018
Artavis Scott,Chargers,64,WR,NA,2018
Arthur Brown,Ravens,72,LB,8,2017
Arthur Brown,Ravens,73,LB,5,2016
Arthur Brown,Ravens,73,LB,10,2015
Arthur Brown,Ravens,74,LB,8,2014
Arthur Brown,Seahawks,69,LB,NA,2018
Arthur Jones,Colts,71,DL,8,2017
Arthur Jones,Colts,74,DL,8,2016
Arthur Jones,Colts,73,DL,11,2015
Arthur Jones,Ravens,77,DL,8,2014
Arthur Jones,Ravens,69,DL,10,2013
Arthur Lynch,Falcons,67,WR,11,2017
Arthur Lynch,Dolphins,72,WR,6,2016
Arthur Lynch,Dolphins,69,WR,8,2015
Arthur Maulet,Saints,61,DB,NA,2018
Arthur Moats,Steelers,78,LB,11,2017
Arthur Moats,Steelers,80,LB,10,2016
Arthur Moats,Steelers,78,LB,11,2015
Arthur Moats,Bills,70,LB,6,2014
Arthur Moats,Bills,69,LB,6,2013
Arthur Moats,Steelers,74,LB,NA,2018
Artie Burns,Steelers,72,DB,11,2017
Artie Burns,Steelers,78,DB,NA,2018
Artis Hicks,Dolphins,73,OL,7,2013
Asa Jackson,Cardinals,69,DB,7.5,2017
Asa Jackson,Ravens,68,DB,5,2016
Asa Jackson,Ravens,66,DB,10,2015
Asa Jackson,Ravens,66,DB,8,2014
Asa Jackson,Ravens,65,DB,10,2013
Asante Cleveland,Chargers,68,WR,5,2017
Asante Cleveland,49ers,68,WR,5,2016
Asante Cleveland,49ers,67,WR,8,2015
Asante Cleveland,Chargers,67,WR,NA,2018
Asante Samuel,Falcons,89,DB,4,2014
Asante Samuel,Falcons,88,DB,13,2013
A'Shawn Robinson,Lions,72,DL,9,2017
A'Shawn Robinson,Lions,72,DL,NA,2018
Ashlee Palmer,Lions,76,LB,11,2015
Ashlee Palmer,Lions,74,LB,7,2014
Ashlee Palmer,Lions,67,LB,4,2013
Ashton Youboty,Jaguars,67,DB,2,2013
Atari Bigby,Chargers,77,DB,7,2013
Aubrayo Franklin,Colts,82,DL,11,2014
Audie Cole,Vikings,67,LB,8,2017
Audie Cole,Vikings,71,LB,11,2016
Audie Cole,Vikings,71,LB,7,2015
Audie Cole,Vikings,67,LB,5.5,2014
Audie Cole,Vikings,63,LB,10,2013
Audie Cole,Jaguars,68,LB,NA,2018
Austen Lane,Bears,71,DL,5,2015
Austen Lane,Chiefs,72,DL,11,2014
Austen Lane,Jaguars,72,DL,2,2013
Austin Blythe,Colts,63,OL,8,2017
Austin Blythe,Rams,62,OL,NA,2018
Austin Collie,Colts,78,WR,11,2013
Austin Davis,Browns,69,QB,1,2017
Austin Davis,Rams,73,QB,7,2016
Austin Davis,Rams,75,QB,6,2015
Austin Davis,Rams,68,QB,7,2014
Austin Davis,Rams,62,QB,7.5,2013
Austin Davis,Seahawks,68,QB,NA,2018
Austin Hooper,Falcons,70,WR,11,2017
Austin Hooper,Falcons,77,WR,NA,2018
Austin Howard,Raiders,80,OL,12,2017
Austin Howard,Raiders,78,OL,7,2016
Austin Howard,Raiders,78,OL,3,2015
Austin Howard,Jets,80,OL,8,2014
Austin Howard,Raiders,72,OL,NA,2018
Austin Johnson,Saints,70,FALSE,7,2017
Austin Johnson,Titans,70,DL,9,2017
Austin Johnson,Saints,73,FALSE,7,2016
Austin Johnson,Saints,73,FALSE,7,2015
Austin Johnson,Titans,70,DL,NA,2018
Austin Johnson,Buccaneers,68,FALSE,NA,2018
Austin Pasztor,Browns,71,OL,1,2017
Austin Pasztor,Jaguars,74,OL,5,2016
Austin Pasztor,Jaguars,73,OL,3,2015
Austin Pasztor,Jaguars,63,OL,4,2014
Austin Pettis,Chargers,73,WR,4,2016
Austin Pettis,Rams,73,WR,7,2014
Austin Pettis,Rams,65,WR,7.5,2013
Austin Reiter,Redskins,63,OL,8.5,2017
Austin Reiter,Redskins,63,OL,9,2016
Austin Seferian-Jenkins,Buccaneers,78,WR,9,2017
Austin Seferian-Jenkins,Buccaneers,76,WR,6,2016
Austin Seferian-Jenkins,Buccaneers,74,WR,2,2015
Austin Seferian-Jenkins,Jets,74,WR,NA,2018
Austin Shepherd,Vikings,63,OL,8,2017
Austin Shepherd,Vikings,62,OL,11,2016
Austin Shepherd,Vikings,63,OL,NA,2018
Austin Spitler,Dolphins,66,LB,8,2014
Austin Spitler,Dolphins,61,LB,7,2013
Austin Sylvester,Broncos,58,FALSE,13,2013
Austin Traylor,Broncos,63,WR,NA,2018
Austin Wentworth,Vikings,64,OL,7,2015
Auston English,Browns,62,DL,5,2013
Avery Gennesy,Jaguars,62,OL,NA,2018
Avery Moss,Giants,66,DL,NA,2018
Avery Williamson,Titans,78,LB,9,2017
Avery Williamson,Titans,77,LB,3,2016
Avery Williamson,Titans,74,LB,2,2015
Avery Williamson,Titans,79,LB,NA,2018
Avery Young,Saints,60,OL,7,2017
Avery Young,Dolphins,59,OL,NA,2018
Aviante Collins,Vikings,65,OL,NA,2018
Aziz Shittu,Eagles,60,DL,7,2017
B.J. Coleman,Packers,63,QB,8.5,2014
B.J. Coleman,Packers,61,QB,11,2013
B.J. Cunningham,Bears,64,WR,5,2015
B.J. Cunningham,Eagles,64,WR,10,2014
B.J. Cunningham,Dolphins,65,WR,7,2013
B.J. Daniels,Giants,57,QB,11,2017
B.J. Daniels,Seahawks,63,QB,10,2016
B.J. Daniels,Seahawks,62,QB,12,2015
B.J. Daniels,49ers,63,QB,12,2014
B.J. Daniels,Falcons,58,WR,NA,2018
B.J. Dubose,Vikings,63,DL,8,2017
B.J. Dubose,Vikings,63,DL,11,2016
B.J. Finney,Steelers,65,OL,11,2017
B.J. Finney,Steelers,65,OL,10,2016
B.J. Finney,Steelers,73,OL,NA,2018
B.J. Goodson,Giants,66,LB,11,2017
B.J. Goodson,Giants,65,LB,NA,2018
B.J. Raji,Packers,81,DL,10,2016
B.J. Raji,Packers,83,DL,12,2015
B.J. Raji,Packers,83,DL,8.5,2014
B.J. Raji,Packers,84,DL,11,2013
B.W. Webb,Titans,66,DB,9,2017
B.W. Webb,Steelers,70,DB,10,2016
B.W. Webb,Steelers,67,DB,11,2015
B.W. Webb,Cowboys,68,DB,8,2014
B.W. Webb,Bears,71,DB,NA,2018
Bacarri Rambo,Bills,74,DB,8,2016
Bacarri Rambo,Bills,74,DB,9,2015
Bacarri Rambo,Redskins,71,DB,3,2014
Baraka Atkins,Saints,60,LB,11,2014
Baraka Atkins,Cowboys,58,LB,8,2013
Barkevious Mingo,Browns,76,LB,1,2017
Barkevious Mingo,Browns,82,LB,3,2016
Barkevious Mingo,Browns,79,LB,7,2015
Barkevious Mingo,Browns,76,LB,4,2014
Barkevious Mingo,Colts,78,LB,NA,2018
Baron Batch,Steelers,67,HB,8,2014
Baron Batch,Steelers,62,HB,8,2013
Barrett Jones,Eagles,72,OL,7,2017
Barrett Jones,Rams,74,OL,7,2016
Barrett Jones,Rams,71,OL,6,2015
Barrett Jones,Rams,71,OL,7,2014
Barrett Ruud,Seahawks,78,LB,11,2013
Barry Church,Cowboys,82,DB,13,2017
Barry Church,Cowboys,81,DB,4,2016
Barry Church,Cowboys,87,DB,12,2015
Barry Church,Cowboys,75,DB,8,2014
Barry Church,Cowboys,72,DB,8,2013
Barry Church,Jaguars,83,DB,NA,2018
Barry Cofield,Redskins,80,DL,4,2015
Barry Cofield,Redskins,83,DL,3,2014
Barry Cofield,Redskins,83,DL,10,2013
Barry Richardson,Titans,69,OL,7,2014
Barry Richardson,Rams,73,OL,7.5,2013
Bart Scott,Jets,87,LB,6,2013
Bashaud Breeland,Redskins,81,DB,8.5,2017
Bashaud Breeland,Redskins,72,DB,9,2016
Bashaud Breeland,Redskins,72,DB,4,2015
Bashaud Breeland,Redskins,75,DB,NA,2018
Beanie Wells,Cardinals,85,HB,5,2013
Bear Pascoe,Bears,82,FALSE,6,2016
Bear Pascoe,Falcons,71,WR,6,2015
Bear Pascoe,Giants,73,WR,7,2014
Bear Pascoe,Giants,70,WR,9,2013
Beau Allen,Eagles,65,DL,7,2017
Beau Allen,Eagles,69,DL,7,2016
Beau Allen,Eagles,68,DL,10,2015
Beau Allen,Eagles,68,DL,NA,2018
Beau Brinkley,Titans,46,WR,9,2017
Beau Brinkley,Titans,54,WR,3,2016
Beau Brinkley,Titans,53,WR,2,2015
Beau Brinkley,Titans,53,WR,7,2014
Beau Brinkley,Titans,50,WR,6,2013
Beau Brinkley,Titans,46,WR,NA,2018
Beau Sandland,Panthers,65,WR,6,2017
Beau Sandland,Packers,65,WR,NA,2018
Ben Bass,Cowboys,61,DL,8,2014
Ben Boulware,Panthers,61,LB,NA,2018
Ben Braden,Jets,63,OL,NA,2018
Ben Gardner,Cowboys,68,DL,4,2016
Ben Gardner,Cowboys,68,DL,12,2015
Ben Garland,Falcons,66,OL,11,2017
Ben Garland,Broncos,69,OL,12,2016
Ben Garland,Broncos,68,OL,12,2015
Ben Garland,Falcons,66,OL,NA,2018
Ben Gedeon,Vikings,65,LB,NA,2018
Ben Graham,Lions,71,FALSE,4,2013
Ben Grubbs,Chiefs,85,OL,11,2016
Ben Grubbs,Saints,84,OL,7,2015
Ben Grubbs,Saints,95,OL,11,2014
Ben Grubbs,Saints,89,OL,7,2013
Ben Guidugli,Rams,58,WR,7.5,2013
Ben Hartsock,Panthers,75,WR,12,2014
Ben Hartsock,Panthers,65,WR,7,2013
Ben Heeney,Raiders,70,LB,12,2017
Ben Heeney,Raiders,63,LB,7,2016
Ben Heeney,Raiders,66,LB,NA,2018
Ben Ijalana,Jets,69,OL,5,2017
Ben Ijalana,Jets,66,OL,10,2016
Ben Ijalana,Jets,66,OL,4,2015
Ben Ijalana,Colts,72,OL,11,2014
Ben Ijalana,Colts,75,OL,11,2013
Ben Ijalana,Jets,66,OL,NA,2018
Ben Jacobs,Panthers,67,LB,6,2017
Ben Jacobs,Panthers,64,LB,15,2016
Ben Jacobs,Panthers,64,LB,7.5,2015
Ben Jacobs,Panthers,60,LB,12,2014
Ben Jacobs,Panthers,63,LB,NA,2018
Ben Jones,Titans,74,OL,9,2017
Ben Jones,Texans,75,OL,9,2016
Ben Jones,Texans,77,OL,9,2015
Ben Jones,Texans,74,OL,2,2014
Ben Jones,Texans,71,OL,12,2013
Ben Jones,Titans,83,OL,NA,2018
Ben Koyack,Jaguars,64,WR,3,2017
Ben Koyack,Jaguars,64,WR,5,2016
Ben Koyack,Jaguars,66,WR,NA,2018
Ben Obomanu,Jets,73,WR,8,2014
Ben Obomanu,Seahawks,73,WR,11,2013
Ben Roethlisberger,Steelers,93,QB,11,2017
Ben Roethlisberger,Steelers,95,QB,10,2016
Ben Roethlisberger,Steelers,94,QB,11,2015
Ben Roethlisberger,Steelers,92,QB,8,2014
Ben Roethlisberger,Steelers,95,QB,8,2013
Ben Roethlisberger,Steelers,91,QB,NA,2018
Ben Tate,Steelers,75,HB,11,2015
Ben Tate,Texans,81,HB,2,2014
Ben Tate,Texans,84,HB,12,2013
Benardrick McKinney,Texans,77,LB,9,2017
Benardrick McKinney,Texans,72,LB,9,2016
Benardrick McKinney,Texans,82,LB,NA,2018
Bene Benwikere,Panthers,80,DB,6,2017
Bene Benwikere,Panthers,81,DB,15,2016
Bene Benwikere,Panthers,79,DB,7.5,2015
Bene Benwikere,Bengals,69,DB,NA,2018
Beniquez Brown,Packers,59,LB,10,2017
Benjamin Jacobs,Browns,59,LB,5,2013
Benjamin Watson,Ravens,81,WR,8,2017
Benjamin Watson,Saints,78,WR,7,2016
Benjamin Watson,Saints,78,WR,7,2015
Benjamin Watson,Saints,82,WR,11,2014
Benjamin Watson,Browns,77,WR,5,2013
Benjamin Watson,Ravens,80,WR,NA,2018
BenJarvus Green-Ellis,Bengals,82,HB,11,2014
BenJarvus Green-Ellis,Bengals,82,HB,10,2013
Bennett Jackson,Giants,68,DB,11,2017
Bennett Jackson,Giants,64,DB,6,2016
Bennett Jackson,Giants,64,DB,6,2015
Bennie Fowler,Broncos,71,WR,9,2017
Bennie Fowler,Broncos,66,WR,12,2016
Bennie Fowler III,Broncos,71,WR,NA,2018
Bennie Logan,Eagles,78,DL,7,2017
Bennie Logan,Eagles,80,DL,7,2016
Bennie Logan,Eagles,79,DL,10,2015
Bennie Logan,Eagles,69,DL,10,2014
Bennie Logan,Chiefs,78,DL,NA,2018
Benny Cunningham,Rams,74,HB,4,2017
Benny Cunningham,Rams,73,HB,7,2016
Benny Cunningham,Rams,75,HB,6,2015
Benny Cunningham Jr,Bears,74,HB,NA,2018
Benson Mayowa,Cowboys,68,DL,13,2017
Benson Mayowa,Raiders,69,DL,7,2016
Benson Mayowa,Raiders,70,DL,3,2015
Benson Mayowa,Cowboys,74,DL,NA,2018
Bernard Pierce,Jets,70,HB,5,2017
Bernard Pierce,Jaguars,72,HB,5,2016
Bernard Pierce,Ravens,73,HB,10,2015
Bernard Pierce,Ravens,82,HB,8,2014
Bernard Pierce,Ravens,69,HB,10,2013
Bernard Pierce,Broncos,69,HB,NA,2018
Bernard Pollard,Titans,86,DB,2,2015
Bernard Pollard,Titans,85,DB,7,2014
Bernard Pollard,Ravens,80,DB,10,2013
Bernard Reedy,Buccaneers,59,WR,9,2017
Bernard Reedy,Falcons,62,WR,8,2016
Bernard Reedy,Buccaneers,60,WR,NA,2018
Bernard Scott,Bengals,74,HB,11,2014
Bernard Scott,Bengals,77,HB,10,2013
Bilal Powell,Jets,78,HB,5,2017
Bilal Powell,Jets,74,HB,10,2016
Bilal Powell,Jets,73,HB,4,2015
Bilal Powell,Jets,74,HB,8,2014
Bilal Powell,Jets,62,HB,6,2013
Bilal Powell,Jets,81,HB,NA,2018
Bill Bentley,Lions,72,DB,7,2016
Bill Bentley,Lions,73,DB,11,2015
Bill Bentley,Lions,72,DB,7,2014
Bill Bentley,Lions,70,DB,4,2013
Bill Nagy,Lions,71,OL,7,2014
Bill Nagy,Cowboys,71,OL,8,2013
Billy Bajema,Ravens,69,WR,8,2014
Billy Cundiff,Ravens,81,FALSE,10,2013
Billy Turner,Dolphins,68,OL,10,2017
Billy Turner,Dolphins,75,OL,6,2016
Billy Turner,Dolphins,71,OL,8,2015
Billy Turner,Broncos,68,OL,NA,2018
Billy Winn,Broncos,67,DL,9,2017
Billy Winn,Browns,77,DL,3,2016
Billy Winn,Browns,77,DL,7,2015
Billy Winn,Browns,75,DL,4,2014
